category	filename	sha256	bytes
atlas_ground	dirt_clay_red.prompt.txt	6d957066986c0a27b416af2feffbc49a10c93a9fc20cc7cefd3225689a3866d4	566
atlas_ground	dirt_loose.prompt.txt	0fd7401b1d9679347cbda0a61dec2f257014a0d21792bdecc7f921883df37471	569
atlas_ground	dirt_packed.prompt.txt	1df2ca7682c4d7b7ca25a26e50ff50decd66d97a551b39f384147c049835a8f1	604
atlas_ground	dirt_path_worn.prompt.txt	079f66402c417c6dea39201cfcd13d32147edae0362bf4f06826ffdca13e50ff	550
atlas_ground	dirt_tilled.prompt.txt	5d9e9bd6c5968abd5a2b8146eba41b04bb993e4a69e2e5c02b40eb38708a11bf	641
atlas_ground	dirt_wet_mud.prompt.txt	22c887488b76eff4d603fa7c41f8376c8fd1f4e15c3d3ab0f98e8c875ea19858	567
atlas_ground	dust_dry.prompt.txt	d2cc3499f5689e72d23bc21d22ef773fe6d1744abe7ad51fb58733ca60ee928e	550
atlas_ground	frost_rime.prompt.txt	09c87e7348ceb781bcf110e5f8309ca9b57d07edc8a8be420169d01bcec48b01	545
atlas_ground	gravel_loose.prompt.txt	56f8a2bcdb43f55690d62c304fcd79f58a8b2a42b06b7c524f41ad5c621652d9	602
atlas_ground	gravel_river_smooth.prompt.txt	9415e1fbf6073f464ee708cd8ac3e93c503262684f43eadcba6f86d6e4448d35	619
atlas_ground	gravel_road.prompt.txt	bba8f521587d54f653965729fcb8496e056ecce523d6e23592460ef6fa5273bb	627
atlas_ground	gravel_slate.prompt.txt	cbd03586c7e611c18fa0625b1bd6cd6738e28a26d9801c2f9c1f1eaf56cc6f7a	559
atlas_ground	ice_black.prompt.txt	8989aca55871c8510e734dd808a4112ed36b4d9c3be3982b7dc94192d96d319d	595
atlas_ground	ice_frozen_solid.prompt.txt	a6be084d1888dadf82f6315cd22e8c95b6789c4029f8871a8b615f971419cc6f	557
atlas_ground	ice_glacial.prompt.txt	5d8b34e4eb541e4b05098556616249ad1c13d35e5e8dc7c88ce2a576a5b208f0	571
atlas_ground	ice_thin_cracked.prompt.txt	30f25cb28f42c8c469de8a01daecb8a0979768ed2fa8889e6e0bd8f1f5f14c46	632
atlas_ground	lava_cooled_basalt.prompt.txt	aa7c8928d80d479998a9e002957a2969e302f99a98cee38b49c6d92f1a55e072	578
atlas_ground	lava_crust_thin.prompt.txt	214fdcaba1fb82c568efea4222ccaf530baa09d5e9a8c28b45d1715899221941	553
atlas_ground	lava_flow_active.prompt.txt	b32bddb1e4af6bfb61eb1746fb83cdc75b4431ccb8a823498d16bcec3b2a4b08	586
atlas_ground	lava_rope.prompt.txt	ce052cddd0d47f3c3c1e48a34557dfb42c6f82dc41ed3b267ac76c4866962eda	537
atlas_ground	mud_bog.prompt.txt	ab695820f994086f7428ee3083f232988fb96e17c3f139e29eced26c347257d9	582
atlas_ground	mud_dried_cracked.prompt.txt	7107be4274977928a64422467cda7f93015d6d883086735fe08a1418c7648bd5	569
atlas_ground	mud_swamp.prompt.txt	94691cc29fdfc5a270561899ee975a33c16e887db7d026f048a292f7a83b9d74	600
atlas_ground	mud_thick.prompt.txt	65835e0fdb916f5418ccf81fd8bc82c8794b61e2c18ed6ba3e370fe9086c90db	583
atlas_ground	sand_coarse.prompt.txt	dcd83bb285d63e29a0526305439a71b118ee7388164f57eb6bb41c7039e962be	572
atlas_ground	sand_dune_ripple.prompt.txt	0193e4a834609b2ba1b0f2ffb816629296bd93402ab9c8487e9fa729da73a492	575
atlas_ground	sand_fine.prompt.txt	5387a7f7c1b5fa36e81f13f7f8dd109764b26dacff210fec249f0779c4c7287f	549
atlas_ground	sand_red_desert.prompt.txt	3e4a01d0a4b98bfbb77eb46f0b7243a0c237e87343dd555a19e18188188e85a0	537
atlas_ground	sand_volcanic_black.prompt.txt	a4711542d986beaa3b03f9d7ddfd866bed5db9f03ac638a712447ce0f76567e2	581
atlas_ground	sand_wet_beach.prompt.txt	9cb71b4e111c640faf56709e3a31de94ed566980296d03f8412906a23a9c1bc9	580
atlas_ground	snow_deep_drift.prompt.txt	df038864bde250bfaa7be6031a04c825c2290cae1b7b1a494df7f9aa472869d9	603
atlas_ground	snow_dirty.prompt.txt	57ac146679de6ff904acf572769fe51ebeab0b981dc50f99a5605e5b5c603e6c	581
atlas_ground	snow_fresh.prompt.txt	cfdb4115f386c33dd45ce69cbab8db7c6cbc6a01a73ae8b476070d653b060d8b	549
atlas_ground	snow_melting.prompt.txt	b37ace398318ccf0531a1daa691a69ee54a773405b82206342cf5254316e7088	585
atlas_ground	snow_packed.prompt.txt	b11e6b47c0ac4f0597511d755c6835cc3309c502a26ee15d21325b3ca829de6a	524
atlas_ground	snow_slush.prompt.txt	60312c7b540045ddfdf1c726e702b8ba2a00f4ca219c1ed844d4657b8453f451	523
atlas_metal	anvil_surface.prompt.txt	00c6f7663e46e39839a73f30a32291911400ace654951e21a00f3e30b9394b5f	355
atlas_metal	bell_bronze.prompt.txt	e1e8d9985fec489f8b533be36d682e99fbdeefbdf619cffe4ca5aa15c10274f8	353
atlas_metal	blade_edge.prompt.txt	c87f48088659e28ea4cd9301663eafae6a38b23151e7c63ef7091ee91d2670ae	354
atlas_metal	blade_rusted.prompt.txt	a45d94048052048842adc3843dbc317365748e7dd6c4e6c0c726d637a9deec2c	361
atlas_metal	brass_mechanism.prompt.txt	ed9ad20dceb5e7477739cd0d2aa9c0e2ca4c1726c63231a91a011660ebc6d1a8	352
atlas_metal	brass_warm.prompt.txt	3a97e5f84e2eb6bd9b403aa37a3dd3f8421b69532d76448901cecaa664ecad2c	352
atlas_metal	bronze_aged.prompt.txt	285454c962f1ce3450d065e06639fb118143d12b3b8e183dacb0202373d42993	348
atlas_metal	bronze_new.prompt.txt	7afce718102adbb1d35f5f788c60b811f39dab0dde106988e515ca90e05f5595	354
atlas_metal	bronze_ornate.prompt.txt	6d24e621fdc16c87de1512848e9c8ed906d6a92ae6a6485d2ed4c23d1f130033	359
atlas_metal	cage_bar.prompt.txt	922eaa2b5367fe10804b9fb8207add44766762972f532edc4a73985c372c50bc	341
atlas_metal	cauldron_cast.prompt.txt	cbe9561fd7378c9938656096c8368e1b9381cb6d2ed13b7914a7822600ebbd29	351
atlas_metal	chain_heavy.prompt.txt	c19ebb70a7792593f528d54c57d959c123a4f40b07c095ba34c490421d25b523	345
atlas_metal	chainmail_fine.prompt.txt	67f2f62faf536dcd3c28248dff6b88e5aa98c69340ebf93fdfec6ef3dbd0425c	353
atlas_metal	chainmail_heavy.prompt.txt	32b51d06e36bf133beecd687b546c66557b611d9f2f0e6fce49e1c7cbeb8cd75	357
atlas_metal	copper_bright.prompt.txt	78d4a7442fdd878064b0cf111a1fdb15f60a57a06299277e684c09a8a654bce7	359
atlas_metal	copper_hammered.prompt.txt	e8eaa97f8b4fcb287c0ac8c64ead42ec6511879e310cbeaed4738a2fb147fad2	354
atlas_metal	copper_patina.prompt.txt	0f6999b66be8575ef02c01fda1f705ca4a37a728b2f5f107da6412274fe41460	354
atlas_metal	forge_coal.prompt.txt	3854ca47a69ba56cd6b18f04e700016784ffd0eff5df90b3980e9c45b8e68749	353
atlas_metal	gold_coin_pile.prompt.txt	3a5dd1d660a623afac12265f7991601028ea3105e76f6cd1e3a460802c9cd05e	360
atlas_metal	gold_filigree.prompt.txt	69ceb20ea03580b4c41356ad34eb199d5085f200ee1fb4ff5f73bbbe412e0723	356
atlas_metal	gold_leaf.prompt.txt	f6afcab7648285aabb635f212dbbd38c4299164b26fcbfac58867cec37b30818	352
atlas_metal	gold_polished.prompt.txt	2320d778a8c4bbe98f76004c44d20530d803ebc7400f2f1a52f260d6e4dbcb9c	355
atlas_metal	hinge_iron.prompt.txt	ecc74e5f0652babf4325517c0622afb4952fbc13490d12a68f15cf3796e30264	343
atlas_metal	iron_forged.prompt.txt	ab7e716bffe98ba7be8addb155b6fd6b98ab21dfb9f5534765cb14a324c9acee	356
atlas_metal	iron_grate.prompt.txt	a4218958cd4a6682132d5d033415a68a10cd975b308efa12eb67ef1da86718f8	353
atlas_metal	iron_raw.prompt.txt	da7338fc7543c6db6020596f0da203e6a6be5c3cd2fcad60b5b22b41894cc7d0	352
atlas_metal	iron_rusted_heavy.prompt.txt	9059eb2ddfb30f6bbcfa471df4fc04dbbfa9a86e7e5df19a56531ad92796c5b6	362
atlas_metal	iron_rusted_light.prompt.txt	22f2b03f0a15e56d82c6331e595e0373baf3531f191e148dbe21002c26a42668	368
atlas_metal	iron_wrought.prompt.txt	66518538a240f2eacb834a31d66001030a29048ac85a6f09e2f70a95e5c386e1	359
atlas_metal	lead_heavy.prompt.txt	ad5c356272e45379e7d3c0e81d8204ddd16a299ef40789eb80ee6d620703a1bc	348
atlas_metal	lock_mechanism.prompt.txt	7aa9334316e2f7b1069f252480f2f77011d0604ea1ecec8d512f9869c6307c5d	603
atlas_metal	nail_cluster.prompt.txt	035dfdca8f8d821b94367005ab7cf423c8e734511a4489cb926a5a36ae87590c	353
atlas_metal	pewter_cast.prompt.txt	b0bc9fd60d8e0bca7f5fe54505cd3c594e986b3328eafb40e73675fb515d31ba	353
atlas_metal	pipe_corroded.prompt.txt	1b0b5d4ebb221522a7f9a73ef7818176481ed21d5c2e46644b4c82231a32fce7	592
atlas_metal	plate_armor_dented.prompt.txt	f25626d78d4db02cee923ae22b9c2f3b85ff5f5a8b53701f05bfa577410263d2	357
atlas_metal	plate_armor.prompt.txt	e9b5945347ff279d84d6a0f0263eea9ebb6b0bf348c9fb7c3606c5c78a01f136	354
atlas_metal	rune-metal.prompt.txt	71cdf676c2f8266bb94bcced3bcda2ceefa880bd91a4425cb594018f99fc621b	563
atlas_metal	scale_mail.prompt.txt	af2170d7dabc4aa5e642432e262bcb877d5f8e0821b1d6f28cd6a14d5bf78b13	346
atlas_metal	shield_boss.prompt.txt	e51dc5811e49469746adfac815276296cb57e0ddf8363f55eb4f5da413bb2f1a	355
atlas_metal	silver_bright.prompt.txt	ca54760a850ecd68e8ed86434243ca878806879b674162cce1549f9bf8f3bfc8	351
atlas_metal	silver_ornate.prompt.txt	ffe9e223dc10e8b4c916eb0c90222e5c0cf4fc617556716f13d6285c9eb3af58	354
atlas_metal	silver_tarnished.prompt.txt	c0f15dadc47e470a8d14681707bc6a44774ca11e677d53650074049e8c1cf4b3	364
atlas_metal	steel_brushed.prompt.txt	f59f256f614781319a63d1d03d714f729f74d809a2842e1c77d5e3e870fd05e8	357
atlas_metal	steel_damascus.prompt.txt	c54ee763514a5eef97017d679407193b7b69c187336796d69b3580b6c02d9c19	361
atlas_metal	steel_plate.prompt.txt	29dc6f77192521e88230316e0303cdacddec8f80e1c0eed57687e1e9f42e3a59	354
atlas_metal	steel_polished.prompt.txt	23f72ce3fdaa88369bf54e12c3350d87f02fe36e2104c90675221d820f367717	360
atlas_metal	tin_plate.prompt.txt	2a706b0e9d3989104c0536b0bb2938fdf231a885ca23099e2cbeaa68982b585b	344
atlas_metal	void-metal.prompt.txt	e6f1f01190eafa813aca70c537947e131cab68277518a8f3dfedd529d7aa538c	657
atlas_stone_ancient	amethyst_[Era_1_ANCIENT].prompt.txt	7227443f735987d6206d996bc8d00165eb8e6d01720c8076b2b70aad0481e911	565
atlas_stone_ancient	basalt_dark_[Era_1_ANCIENT].prompt.txt	add38dfdcd50f3ca7fda539586be74ce64397a77c04b27f338a7e7ee671918c6	606
atlas_stone_ancient	basalt_rough_[Era_1_ANCIENT].prompt.txt	042b40ca22b99a42e0f1f36a95f7699731990d43de7c65e111ca72fb2f564a06	603
atlas_stone_ancient	boulder_surface_[Era_1_ANCIENT].prompt.txt	4e3778dc4473ec0cda1bd1ef04fef8c7005ced186acaae2cb06761e19b8d88a4	559
atlas_stone_ancient	bridge_stone_[Era_1_ANCIENT].prompt.txt	426dbd6635a065e60e4b71ece72b8b4b5e5cdd97ddcec528d40275098e5374c9	621
atlas_stone_ancient	cairn_stacked_[Era_1_ANCIENT].prompt.txt	83be027e8c2917b61cbf9bdae57cd0d86d00aa118bec1e6f026c7346d7da45b1	585
atlas_stone_ancient	castle_battlement_[Era_1_ANCIENT].prompt.txt	e372e78f4d62765d723c7d508c1fa6212a83660498f506d5e60dab1eefa2dffc	536
atlas_stone_ancient	castle_wall_exterior_[Era_1_ANCIENT].prompt.txt	45cb144452a625844162a4b1e87583142df69a560adc4b237adcc94b225a3da1	558
atlas_stone_ancient	castle_wall_interior_[Era_1_ANCIENT].prompt.txt	82ebfdc9b4549cff6685a0c6ae768af1522f78aec756108c7545f2cdfad4ae0a	626
atlas_stone_ancient	cave_crystal_embed_[Era_1_ANCIENT].prompt.txt	397e8f75a6deb803c6ed3c71c1f5ff95bd98f44276aca32148c44a5e837153a9	628
atlas_stone_ancient	cave_stalactite_[Era_1_ANCIENT].prompt.txt	d0981297ffc54bd5c2b27f722f0049782306ac259d6cd7e178924925006c003a	646
atlas_stone_ancient	cave_wall_dry_[Era_1_ANCIENT].prompt.txt	7f811044b6f27096a3a7d7f8fd44968a7d3a4157f0951c61e313d365bd17280a	573
atlas_stone_ancient	cave_wall_wet_[Era_1_ANCIENT].prompt.txt	52fd6d1f50a8d56db7eaedfc2b443cdda91b50c4aec0f02295629f8de80163b1	614
atlas_stone_ancient	cliff_face_[Era_1_ANCIENT].prompt.txt	134f63e998345647269e406869de483b5d8305b9060ea3f9f2188c87188a6592	563
atlas_stone_ancient	cobblestone_old_[Era_1_ANCIENT].prompt.txt	188566b426428ab974c0f99435cffb805c93d1d37f14a64c485ec49b17ce24b7	587
atlas_stone_ancient	cobblestone_road_[Era_1_ANCIENT].prompt.txt	4e8abc3a391887bf0f0a6263370184ac20df544b6a48c5d68c4a757f653596ac	574
atlas_stone_ancient	crypt_stone_[Era_1_ANCIENT].prompt.txt	f7bdccd750318c6e8c14e71cd2647ac661c909c64dc916c8c7e60a6fb5d479fc	570
atlas_stone_ancient	dungeon_block_[Era_1_ANCIENT].prompt.txt	91dbe09fc8fc94387d730fc2426f2eea9df6e80b224237a445b9cbdcc1734fa4	582
atlas_stone_ancient	dungeon_bloodstain_[Era_1_ANCIENT].prompt.txt	3de623755b9dab5e221e4aa27d88378edd787a26759db028ad4fcf669ba9d58b	579
atlas_stone_ancient	dungeon_mossy_[Era_1_ANCIENT].prompt.txt	c1c3bae202cdf49dd4d92431350969e5dc85866ce9d319d781b279f76a28faff	617
atlas_stone_ancient	dungeon_scratched_[Era_1_ANCIENT].prompt.txt	a01e0ed295e973d4441eddbc90684b1f809615bc2ed5955f1a94fe379e4d071c	604
atlas_stone_ancient	flagstone_cut_[Era_1_ANCIENT].prompt.txt	818ec535ba6e680acc128e3f362a29fef052eb094834bdbc5e38632a0d085d32	665
atlas_stone_ancient	flagstone_irregular_[Era_1_ANCIENT].prompt.txt	03dd03a9b5ab962feb3e1d875f384b02d4a2e580d3fae3bbbd15aed137f91fb4	566
atlas_stone_ancient	flint_grey_[Era_1_ANCIENT].prompt.txt	a7b50ba97ca0a95475bf5c55189602dbfe3531caa0e47c6c54decba2a62203fb	618
atlas_stone_ancient	foundation_cracked_[Era_1_ANCIENT].prompt.txt	dd3542e92fae43d07131711bb0edaa52c621b59b576b448536dbb44ed9c5e0ee	570
atlas_stone_ancient	gneiss_banded_[Era_1_ANCIENT].prompt.txt	36cb66347276a10d99e23e9bcd7d720723b303d739bf2b32face3f7633dcb70a	593
atlas_stone_ancient	granite_dark_[Era_1_ANCIENT].prompt.txt	c6b832cb83220ef7bb79ef9ad1184d7bf163fba3cc132591e38e7ebd23de9815	633
atlas_stone_ancient	granite_grey_[Era_1_ANCIENT].prompt.txt	0a8e5eb5a95afb44cc56bf70785369cec214279e1b72a709ac950fff03ab6e77	595
atlas_stone_ancient	granite_pink_[Era_1_ANCIENT].prompt.txt	17b2a82e16cba75ea90ec35986fc7daf1138a3e1f1cefe48ac2ab69ee6ef4ad1	558
atlas_stone_ancient	gravel_fine_[Era_1_ANCIENT].prompt.txt	261370d2ff4ad793a845fd568801ea0e3e2efc1ea811b864b4cc1515b70f6dd6	594
atlas_stone_ancient	gravel_river_[Era_1_ANCIENT].prompt.txt	7d7778cbc49b89a417e43fd0dc65ff38a0c906cfc75eccbfb1e3d87d6be8a662	536
atlas_stone_ancient	limestone_pale_[Era_1_ANCIENT].prompt.txt	fc0fc83230ceae5c2739e410738ec2a1a219f99c9f5248ef6398f65b7b2ac01e	585
atlas_stone_ancient	limestone_weathered_[Era_1_ANCIENT].prompt.txt	e8bcd9e80713309a7b07dfedc28bcf2843d05a83a8cd5091af39681fa5306672	639
atlas_stone_ancient	marble_dark_[Era_1_ANCIENT].prompt.txt	5ab73cfe337fb1f35ae37dba6188edaea9dc025cb3786a4c8d9f59c56f84771c	562
atlas_stone_ancient	marble_green_[Era_1_ANCIENT].prompt.txt	5b9f75b39fd33f8b707c394143d0320a8bc01c5101233ffd481057cff2f4ac1e	636
atlas_stone_ancient	marble_rose_[Era_1_ANCIENT].prompt.txt	d359f11d40aaaf69f4c8ac1d325ae4754d84d8197a98924b90e26ed5d3449d86	644
atlas_stone_ancient	marble_white_[Era_1_ANCIENT].prompt.txt	0c25dafc5b2f11ef23b6f5bf4d387b3291b87b8a536b84ae1e6f56be9473526f	626
atlas_stone_ancient	mosaic_floor_[Era_1_ANCIENT].prompt.txt	e7b3ede4d36bfa98f4dfc09e32b9b15dbc59a8f34e850e0de7956abad5ff33c2	561
atlas_stone_ancient	obelisk_carved_[Era_1_ANCIENT].prompt.txt	64ebc4db915bb9af6c8e6c8ab8905534cfe84985f3ee3a5dce897861383a448e	539
atlas_stone_ancient	obsidian_fractured_[Era_1_ANCIENT].prompt.txt	e606f19f9583591fe6656b613fab434caf54d2ea1ff564847432ba7d7098f67f	563
atlas_stone_ancient	obsidian_smooth_[Era_1_ANCIENT].prompt.txt	22262f7758f3da2ab98cf4e9ed375f533820761277b9a7be30182bfd885db3b2	560
atlas_stone_ancient	pillar_fluted_[Era_1_ANCIENT].prompt.txt	c4cb9d12ef40718f2f617dd44f2b23de1f58e427bea46001fecb2b11198ddd21	554
atlas_stone_ancient	pillar_round_[Era_1_ANCIENT].prompt.txt	c7ae98fae8e0ce350017ff9e3b02bcef21937cff680a7368c2f387ecbd2e6125	554
atlas_stone_ancient	pillar_ruined_[Era_1_ANCIENT].prompt.txt	d4455710827d2f586f2ffca761459a12f0fbcae258ad4559442ef82b0b4cfba2	634
atlas_stone_ancient	pumice_[Era_1_ANCIENT].prompt.txt	014e018be2a67821a50a0b2d6683e7fc27136eb866cc5235ec2164e9024aaa67	599
atlas_stone_ancient	quartz_rose_[Era_1_ANCIENT].prompt.txt	18786f57335b4e82ea3ae26f89610550a18634e1f132aea47a1c8c6a54e1d8a3	632
atlas_stone_ancient	quartz_smoky_[Era_1_ANCIENT].prompt.txt	6139fbb599ebb36050b2fd47b51a9081ab06e25ba10ba412ee756b8d1a97e8a8	585
atlas_stone_ancient	quartz_white_[Era_1_ANCIENT].prompt.txt	f0800f557efeb5d1c4601607e18b37baa93f0ecc0995e0f3054ec85983da6cba	585
atlas_stone_ancient	rubble_pile_[Era_1_ANCIENT].prompt.txt	95670508299e2a82fc10a46bbc1fc2a6fa25be0514aeab6082670a9f8694c957	578
atlas_stone_ancient	ruin_crumbling_[Era_1_ANCIENT].prompt.txt	fda78cdca1c3a50b035ad2e49b3929f9a0a7e029a8f9fd0504d5683885b15d89	587
atlas_stone_ancient	ruin_overgrown_[Era_1_ANCIENT].prompt.txt	7a44de7a03d621402e43c3430b4f46692ef99b2e3291205cc6be8d5f6aaa0381	597
atlas_stone_ancient	sandstone_carved_[Era_1_ANCIENT].prompt.txt	1ce3100109e508f55f5aa1087795821dc4274c1fcae00e3e4da99d7056957949	588
atlas_stone_ancient	sandstone_red_[Era_1_ANCIENT].prompt.txt	a827ae846c9c2aab34f90d11e184be653956957f5b7b9188c2386dda3bb31c3d	612
atlas_stone_ancient	sandstone_tan_[Era_1_ANCIENT].prompt.txt	3b51ea7c1448c316a8bf07a700c78aa093e2c23988d0a88195af34db46c82e1e	554
atlas_stone_ancient	sewer_stone_[Era_1_ANCIENT].prompt.txt	2846b1a3d0d1ea1c64ef5f52d253893a0d7b0fdd618470803ecfbf44de569f23	587
atlas_stone_ancient	shale_dark_[Era_1_ANCIENT].prompt.txt	c0af768493006d924ea7da758b418b7f6a3a043f679273db29011e7c968da60a	539
atlas_stone_ancient	slate_blue_[Era_1_ANCIENT].prompt.txt	6d6dd7fe5b39488f3aee031f8fcfdc496120cb8fc2618f08d127c2d5a8e6a4ee	538
atlas_stone_ancient	slate_grey_[Era_1_ANCIENT].prompt.txt	ba9ad6f5f3c1ee0e8efe473b68a7b0d814042272b395657345826d0217941395	617
atlas_stone_ancient	temple_altar_[Era_1_ANCIENT].prompt.txt	e4a8bfcfb19edd3546c72c8aceb161d31ec51e82e4b2d561f51095422a0c17d8	622
atlas_stone_ancient	temple_stone_[Era_1_ANCIENT].prompt.txt	7601c590bce49c0cbdd95909562e407625829c635dcf377673803404143eec74	567
atlas_stone_ancient	tomb_wall_[Era_1_ANCIENT].prompt.txt	27026ac5fcc62ec193bd7eaafc3c736a12995c18eb0496bd543a84863adfba6d	564
atlas_stone_ancient	tower_stone_[Era_1_ANCIENT].prompt.txt	43786943cdb2062fb14862c9ea8d61f5d0cfc1944d9ca3753c2660d9f42077ce	573
atlas_stone_ancient	travertine_[Era_1_ANCIENT].prompt.txt	ceaa145e7e65f04fe400d44e0e3214c1af263d01870916dd579c1907c3cf73c5	606
atlas_stone_ancient	well_stone_[Era_1_ANCIENT].prompt.txt	f06054159232e512a624104c8286f9304afb692a6cdfaf8fbe5c9c8688babe9c	580
atlas_stone_decay	amethyst_[Era_3_DECAY].prompt.txt	028e5eddb06e1560f8188c0b77a89c80786283941c36fb590fc98f160129599a	622
atlas_stone_decay	basalt_dark_[Era_3_DECAY].prompt.txt	fa9977e7de0ac7e573671226d8509624d9ef717a97b95db46e8ecc3ece84d363	629
atlas_stone_decay	basalt_rough_[Era_3_DECAY].prompt.txt	f339098e1dee72a2a714844bae718d7399102739c63c0bda2bc71b9bc0cbfe2d	565
